"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","Region"
"537686","22633","HAND WARMER UNION JACK","9","2011-04-27 12:10:00","1.94","12583.0","Spain","EMEA"
"537687","22633","HAND WARMER UNION JACK","11","2011-04-24 16:42:00","2.0","12583.0","Germany","EMEA"
"537687","71053","WHITE METAL LANTERN","3","2011-04-24 16:42:00","3.74","12583.0","Germany","EMEA"
"537687","22632","HAND WARMER RED POLKA DOT","3","2011-04-24 16:42:00","2.01","12583.0","Germany","EMEA"
"537688","22633","HAND WARMER UNION JACK","10","2011-04-23 16:29:00","2.09","14606.0","France","EMEA"
"537689","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2011-04-07 12:44:00","2.87","13047.0","USA","AMER"
"537689","71053","WHITE METAL LANTERN","3","2011-04-07 12:44:00","3.8","13047.0","USA","AMER"
"537690","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2011-04-16 08:18:00","2.71","13047.0","Belgium","EMEA"
"537690","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2011-04-16 08:18:00","3.48","13047.0","Belgium","EMEA"
"537691","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2011-03-18 16:04:00","2.96","15291.0","Belgium","EMEA"
"537691","84029E","RED WOOLLY HOTTIE WHITE HEART","8","2011-03-18 16:04:00","3.33","15291.0","Belgium","EMEA"
"537691","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2011-03-18 16:04:00","4.7","15291.0","Belgium","EMEA"
"537692","22752","SET 7 BABUSHKA NESTING BOXES","2","2011-04-17 14:57:00","8.11","15291.0","EIRE","EMEA"
"537692","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2011-04-17 14:57:00","2.61","15291.0","EIRE","EMEA"
"537692","22752","SET 7 BABUSHKA NESTING BOXES","3","2011-04-17 14:57:00","7.85","15291.0","EIRE","EMEA"
"537693","22633","HAND WARMER UNION JACK","1","2011-03-27 12:29:00","1.82","15291.0","Australia","APAC"
"537693","47566","PARTY BUNTING","7","2011-03-27 12:29:00","5.45","15291.0","Australia","APAC"
"537693","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2011-03-27 12:29:00","2.54","15291.0","Australia","APAC"
"537694","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2011-03-09 15:01:00","4.61","14096.0","EIRE","EMEA"
"537695","47566","PARTY BUNTING","6","2011-03-14 15:34:00","5.42","13047.0","USA","AMER"
"537695","20685","DOORMAT RED RETROSPOT","3","2011-03-14 15:34:00","7.54","13047.0","USA","AMER"
"537695","22752","SET 7 BABUSHKA NESTING BOXES","5","2011-03-14 15:34:00","8.07","13047.0","USA","AMER"
"537696","22752","SET 7 BABUSHKA NESTING BOXES","9","2011-04-07 08:19:00","8.03","12583.0","Germany","EMEA"
"537696","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2011-04-07 08:19:00","4.57","12583.0","Germany","EMEA"
"537697","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2011-03-09 12:52:00","2.96","17809.0","Canada","AMER"
"537697","85123A","WHITE HANGING HEART T-LIGHT HOLDER","5","2011-03-09 12:52:00","2.95","17809.0","Canada","AMER"
"537698","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2011-04-11 14:48:00","4.37","14096.0","United Kingdom","EMEA"
"537699","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2011-03-21 10:41:00","3.64","16029.0","United Kingdom","EMEA"
"537699","85099B","JUMBO BAG RED RETROSPOT","9","2011-03-21 10:41:00","1.6","16029.0","United Kingdom","EMEA"
"537699","22632","HAND WARMER RED POLKA DOT","11","2011-03-21 10:41:00","2.06","16029.0","United Kingdom","EMEA"
"537700","84406B","CREAM CUPID HEARTS COAT HANGER","2","2011-04-22 15:03:00","2.71","17809.0","France","EMEA"
"537701","22632","HAND WARMER RED POLKA DOT","10","2011-04-12 08:10:00","2.15","14096.0","Belgium","EMEA"
"537701","20685","DOORMAT RED RETROSPOT","3","2011-04-12 08:10:00","7.29","14096.0","Belgium","EMEA"
"537701","71053","WHITE METAL LANTERN","5","2011-04-12 08:10:00","3.66","14096.0","Belgium","EMEA"
"537702","85099B","JUMBO BAG RED RETROSPOT","10","2011-04-26 14:55:00","1.95","17809.0","Belgium","EMEA"
"537702","71053","WHITE METAL LANTERN","12","2011-04-26 14:55:00","3.58","17809.0","Belgium","EMEA"
"537702","71053","WHITE METAL LANTERN","6","2011-04-26 14:55:00","3.88","17809.0","Belgium","EMEA"
"537703","71053","WHITE METAL LANTERN","6","2011-03-25 09:47:00","3.43","15311.0","USA","AMER"
"537703","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2011-03-25 09:47:00","3.86","15311.0","USA","AMER"
"537703","21730","GLASS STAR FROSTED T-LIGHT HOLDER","11","2011-03-25 09:47:00","4.66","15311.0","USA","AMER"
"537704","20685","DOORMAT RED RETROSPOT","5","2011-03-13 12:29:00","7.12","16029.0","Spain","EMEA"
"537704","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2011-03-13 12:29:00","3.68","16029.0","Spain","EMEA"
"537705","22752","SET 7 BABUSHKA NESTING BOXES","7","2011-04-17 12:51:00","7.81","15291.0","Australia","APAC"
"537705","71053","WHITE METAL LANTERN","2","2011-04-17 12:51:00","3.75","15291.0","Australia","APAC"
"537706","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2011-04-11 09:57:00","4.51","15291.0","Belgium","EMEA"
"537706","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2011-04-11 09:57:00","4.55","15291.0","Belgium","EMEA"
"537707","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2011-04-01 14:26:00","3.03","15291.0","Australia","APAC"
"537707","22633","HAND WARMER UNION JACK","9","2011-04-01 14:26:00","1.84","15291.0","Australia","APAC"
"537708","85099B","JUMBO BAG RED RETROSPOT","8","2011-04-25 12:47:00","1.69","13047.0","Belgium","EMEA"
"537708","22633","HAND WARMER UNION JACK","5","2011-04-25 12:47:00","2.3","13047.0","Belgium","EMEA"
"537708","20685","DOORMAT RED RETROSPOT","1","2011-04-25 12:47:00","7.07","13047.0","Belgium","EMEA"
"537709","85123A","WHITE HANGING HEART T-LIGHT HOLDER","2","2011-04-30 15:12:00","2.94","12583.0","Australia","APAC"
"537709","47566","PARTY BUNTING","7","2011-04-30 15:12:00","5.22","12583.0","Australia","APAC"
"537709","47566","PARTY BUNTING","5","2011-04-30 15:12:00","5.09","12583.0","Australia","APAC"
"537710","22752","SET 7 BABUSHKA NESTING BOXES","11","2011-03-31 12:55:00","7.78","13047.0","France","EMEA"
"537710","22632","HAND WARMER RED POLKA DOT","10","2011-03-31 12:55:00","2.3","13047.0","France","EMEA"
"537711","22632","HAND WARMER RED POLKA DOT","5","2011-03-13 16:27:00","2.25","14606.0","USA","AMER"
"537711","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","12","2011-03-13 16:27:00","3.62","14606.0","USA","AMER"
"537711","85099B","JUMBO BAG RED RETROSPOT","7","2011-03-13 16:27:00","2.08","14606.0","USA","AMER"
"537712","47566","PARTY BUNTING","6","2011-03-24 15:57:00","5.45","14606.0","Germany","EMEA"
"537712","20685","DOORMAT RED RETROSPOT","12","2011-03-24 15:57:00","7.46","14606.0","Germany","EMEA"
"537713","85099B","JUMBO BAG RED RETROSPOT","7","2011-04-25 09:21:00","1.98","15291.0","EIRE","EMEA"
"537713","47566","PARTY BUNTING","10","2011-04-25 09:21:00","5.44","15291.0","EIRE","EMEA"
"537714","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2011-03-06 13:59:00","4.26","15291.0","France","EMEA"
"537714","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2011-03-06 13:59:00","3.04","15291.0","France","EMEA"
"537714","85099B","JUMBO BAG RED RETROSPOT","4","2011-03-06 13:59:00","2.06","15291.0","France","EMEA"
"537715","20685","DOORMAT RED RETROSPOT","11","2011-04-08 09:25:00","7.45","15311.0","Belgium","EMEA"
"537715","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2011-04-08 09:25:00","3.59","15311.0","Belgium","EMEA"
"537716","20685","DOORMAT RED RETROSPOT","7","2011-04-03 15:43:00","7.2","14096.0","Australia","APAC"
"537716","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2011-04-03 15:43:00","4.74","14096.0","Australia","APAC"
"537716","22633","HAND WARMER UNION JACK","2","2011-04-03 15:43:00","2.07","14096.0","Australia","APAC"
"537717","47566","PARTY BUNTING","7","2011-03-15 12:02:00","4.91","17809.0","Australia","APAC"
"537718","71053","WHITE METAL LANTERN","8","2011-03-29 13:07:00","3.48","16029.0","Canada","AMER"
"537718","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2011-03-29 13:07:00","3.78","16029.0","Canada","AMER"
"537718","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2011-03-29 13:07:00","2.48","16029.0","Canada","AMER"
"537719","84406B","CREAM CUPID HEARTS COAT HANGER","7","2011-03-07 14:52:00","3.02","16029.0","United Kingdom","EMEA"
"537720","22632","HAND WARMER RED POLKA DOT","12","2011-03-11 15:50:00","2.25","13777.0","Belgium","EMEA"
"537720","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2011-03-11 15:50:00","3.4","13777.0","Belgium","EMEA"
"537720","84406B","CREAM CUPID HEARTS COAT HANGER","7","2011-03-11 15:50:00","3.2","13777.0","Belgium","EMEA"
"537721","22632","HAND WARMER RED POLKA DOT","3","2011-04-06 14:50:00","1.93","13047.0","EIRE","EMEA"
"537721","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2011-04-06 14:50:00","4.45","13047.0","EIRE","EMEA"
"537722","22632","HAND WARMER RED POLKA DOT","12","2011-03-03 14:30:00","2.12","17850.0","France","EMEA"
"537723","47566","PARTY BUNTING","2","2011-03-08 13:27:00","5.23","13777.0","Belgium","EMEA"
"537724","22632","HAND WARMER RED POLKA DOT","4","2011-03-05 10:39:00","2.32","17850.0","Australia","APAC"
"537724","47566","PARTY BUNTING","12","2011-03-05 10:39:00","5.31","17850.0","Australia","APAC"
"537724","85099B","JUMBO BAG RED RETROSPOT","6","2011-03-05 10:39:00","1.73","17850.0","Australia","APAC"
"537725","71053","WHITE METAL LANTERN","6","2011-03-02 15:43:00","3.32","14096.0","Spain","EMEA"
"537725","21730","GLASS STAR FROSTED T-LIGHT HOLDER","11","2011-03-02 15:43:00","4.57","14096.0","Spain","EMEA"
"537726","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2011-04-05 13:57:00","3.31","12583.0","Netherlands","EMEA"
"537726","22752","SET 7 BABUSHKA NESTING BOXES","6","2011-04-05 13:57:00","7.83","12583.0","Netherlands","EMEA"
"537727","84406B","CREAM CUPID HEARTS COAT HANGER","3","2011-04-04 13:39:00","2.74","14096.0","USA","AMER"
"537727","84406B","CREAM CUPID HEARTS COAT HANGER","12","2011-04-04 13:39:00","3.24","14096.0","USA","AMER"
"537727","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2011-04-04 13:39:00","3.01","14096.0","USA","AMER"
"537728","85099B","JUMBO BAG RED RETROSPOT","2","2011-04-11 15:19:00","1.73","13777.0","Canada","AMER"
"537728","84406B","CREAM CUPID HEARTS COAT HANGER","11","2011-04-11 15:19:00","2.68","13777.0","Canada","AMER"
"537729","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2011-04-28 12:09:00","2.68","15311.0","United Kingdom","EMEA"
"537729","20685","DOORMAT RED RETROSPOT","9","2011-04-28 12:09:00","7.26","15311.0","United Kingdom","EMEA"
"537729","84406B","CREAM CUPID HEARTS COAT HANGER","2","2011-04-28 12:09:00","3.2","15311.0","United Kingdom","EMEA"
"537730","85099B","JUMBO BAG RED RETROSPOT","1","2011-03-27 16:30:00","2.13","14096.0","Spain","EMEA"
"537731","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2011-04-21 15:39:00","4.22","13047.0","USA","AMER"
"537731","21730","GLASS STAR FROSTED T-LIGHT HOLDER","8","2011-04-21 15:39:00","4.22","13047.0","USA","AMER"
"537731","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2011-04-21 15:39:00","3.45","13047.0","USA","AMER"
"537732","22752","SET 7 BABUSHKA NESTING BOXES","10","2011-03-15 14:51:00","7.92","15291.0","Netherlands","EMEA"
"537732","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2011-03-15 14:51:00","2.9","15291.0","Netherlands","EMEA"
"537732","85099B","JUMBO BAG RED RETROSPOT","12","2011-03-15 14:51:00","1.61","15291.0","Netherlands","EMEA"
"537733","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2011-04-04 09:53:00","3.77","17809.0","Belgium","EMEA"
"537733","20685","DOORMAT RED RETROSPOT","3","2011-04-04 09:53:00","7.08","17809.0","Belgium","EMEA"
"537733","84406B","CREAM CUPID HEARTS COAT HANGER","1","2011-04-04 09:53:00","2.98","17809.0","Belgium","EMEA"
"537734","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2011-03-07 11:54:00","2.87","12583.0","United Kingdom","EMEA"
"537735","47566","PARTY BUNTING","5","2011-04-23 11:38:00","5.14","14096.0","Canada","AMER"
"537736","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2011-04-05 09:44:00","3.29","15291.0","Spain","EMEA"
"537737","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2011-03-17 15:19:00","2.73","12583.0","USA","AMER"
"537737","20685","DOORMAT RED RETROSPOT","5","2011-03-17 15:19:00","7.54","12583.0","USA","AMER"
"537737","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2011-03-17 15:19:00","3.46","12583.0","USA","AMER"
"537738","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2011-03-25 14:54:00","4.65","17809.0","Australia","APAC"
"537739","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2011-03-06 11:10:00","3.85","12583.0","Belgium","EMEA"
"537739","47566","PARTY BUNTING","6","2011-03-06 11:10:00","4.86","12583.0","Belgium","EMEA"
"537739","85099B","JUMBO BAG RED RETROSPOT","10","2011-03-06 11:10:00","1.84","12583.0","Belgium","EMEA"
"537740","71053","WHITE METAL LANTERN","7","2011-04-18 11:08:00","3.49","17850.0","Germany","EMEA"
"537740","22632","HAND WARMER RED POLKA DOT","12","2011-04-18 11:08:00","1.75","17850.0","Germany","EMEA"
"537741","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2011-03-25 15:43:00","2.65","12583.0","Australia","APAC"
"537741","71053","WHITE METAL LANTERN","12","2011-03-25 15:43:00","3.36","12583.0","Australia","APAC"
"537741","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2011-03-25 15:43:00","3.61","12583.0","Australia","APAC"
"537742","85099B","JUMBO BAG RED RETROSPOT","9","2011-03-02 12:21:00","1.6","16029.0","United Kingdom","EMEA"
"537742","85099B","JUMBO BAG RED RETROSPOT","8","2011-03-02 12:21:00","2.05","16029.0","United Kingdom","EMEA"
"537742","47566","PARTY BUNTING","2","2011-03-02 12:21:00","5.21","16029.0","United Kingdom","EMEA"
"537743","22632","HAND WARMER RED POLKA DOT","6","2011-03-09 08:05:00","2.1","14606.0","United Kingdom","EMEA"
"537744","22632","HAND WARMER RED POLKA DOT","8","2011-03-15 09:05:00","2.28","13777.0","France","EMEA"
"537744","22752","SET 7 BABUSHKA NESTING BOXES","7","2011-03-15 09:05:00","7.84","13777.0","France","EMEA"
"537745","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2011-03-07 10:32:00","4.59","14606.0","France","EMEA"
"537746","71053","WHITE METAL LANTERN","11","2011-03-20 09:03:00","3.63","15291.0","EIRE","EMEA"
"537746","47566","PARTY BUNTING","10","2011-03-20 09:03:00","5.23","15291.0","EIRE","EMEA"
"537746","84406B","CREAM CUPID HEARTS COAT HANGER","3","2011-03-20 09:03:00","2.76","15291.0","EIRE","EMEA"
"537747","20685","DOORMAT RED RETROSPOT","12","2011-03-17 12:01:00","7.22","14606.0","France","EMEA"
"537747","71053","WHITE METAL LANTERN","6","2011-03-17 12:01:00","3.63","14606.0","France","EMEA"
"537747","84406B","CREAM CUPID HEARTS COAT HANGER","12","2011-03-17 12:01:00","2.73","14606.0","France","EMEA"
"537748","85099B","JUMBO BAG RED RETROSPOT","5","2011-04-22 14:44:00","2.04","13777.0","Canada","AMER"
"537749","22752","SET 7 BABUSHKA NESTING BOXES","6","2011-03-13 16:10:00","7.96","15291.0","Germany","EMEA"
"537749","71053","WHITE METAL LANTERN","5","2011-03-13 16:10:00","3.42","15291.0","Germany","EMEA"
"537750","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2011-03-11 12:22:00","4.19","13777.0","Germany","EMEA"
"537751","85099B","JUMBO BAG RED RETROSPOT","1","2011-03-12 08:33:00","1.88","15291.0","Germany","EMEA"
"537751","71053","WHITE METAL LANTERN","8","2011-03-12 08:33:00","3.85","15291.0","Germany","EMEA"
"537752","22752","SET 7 BABUSHKA NESTING BOXES","4","2011-04-28 09:12:00","8.13","13777.0","USA","AMER"
"537753","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2011-04-25 11:09:00","3.83","13777.0","Spain","EMEA"
"537753","20685","DOORMAT RED RETROSPOT","6","2011-04-25 11:09:00","7.26","13777.0","Spain","EMEA"
"537753","20685","DOORMAT RED RETROSPOT","4","2011-04-25 11:09:00","7.24","13777.0","Spain","EMEA"
"537754","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2011-03-12 13:30:00","2.89","16029.0","Netherlands","EMEA"
"537754","22633","HAND WARMER UNION JACK","11","2011-03-12 13:30:00","2.2","16029.0","Netherlands","EMEA"
"537754","84406B","CREAM CUPID HEARTS COAT HANGER","10","2011-03-12 13:30:00","2.65","16029.0","Netherlands","EMEA"
"537755","71053","WHITE METAL LANTERN","2","2011-04-30 16:48:00","3.73","16029.0","Belgium","EMEA"
"537755","84406B","CREAM CUPID HEARTS COAT HANGER","2","2011-04-30 16:48:00","3.04","16029.0","Belgium","EMEA"
"537756","71053","WHITE METAL LANTERN","7","2011-03-12 14:46:00","3.58","17850.0","Australia","APAC"
"537757","84406B","CREAM CUPID HEARTS COAT HANGER","3","2011-04-22 15:03:00","3.09","12583.0","Australia","APAC"
"537757","71053","WHITE METAL LANTERN","1","2011-04-22 15:03:00","3.76","12583.0","Australia","APAC"
"537758","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2011-03-02 16:13:00","2.57","13047.0","France","EMEA"
"537758","84406B","CREAM CUPID HEARTS COAT HANGER","1","2011-03-02 16:13:00","3.11","13047.0","France","EMEA"
"537759","71053","WHITE METAL LANTERN","10","2011-04-15 11:40:00","3.43","14606.0","Germany","EMEA"
"537759","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2011-04-15 11:40:00","3.76","14606.0","Germany","EMEA"
"537759","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2011-04-15 11:40:00","3.7","14606.0","Germany","EMEA"
"537760","22633","HAND WARMER UNION JACK","4","2011-03-11 11:03:00","1.8","16029.0","USA","AMER"
"537760","47566","PARTY BUNTING","8","2011-03-11 11:03:00","4.94","16029.0","USA","AMER"
"537760","22632","HAND WARMER RED POLKA DOT","9","2011-03-11 11:03:00","2.03","16029.0","USA","AMER"
"537761","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","12","2011-04-29 15:04:00","3.31","13777.0","USA","AMER"
"537762","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2011-03-31 14:32:00","2.8","15291.0","EIRE","EMEA"
"537763","84406B","CREAM CUPID HEARTS COAT HANGER","12","2011-04-09 14:18:00","2.93","13777.0","Australia","APAC"
"537764","22752","SET 7 BABUSHKA NESTING BOXES","3","2011-04-26 15:33:00","7.77","16029.0","United Kingdom","EMEA"
"537764","47566","PARTY BUNTING","10","2011-04-26 15:33:00","5.44","16029.0","United Kingdom","EMEA"
"537765","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2011-04-24 12:04:00","3.81","17809.0","USA","AMER"
"537766","20685","DOORMAT RED RETROSPOT","2","2011-04-04 13:51:00","7.46","14606.0","Spain","EMEA"
"537766","22752","SET 7 BABUSHKA NESTING BOXES","5","2011-04-04 13:51:00","7.72","14606.0","Spain","EMEA"
"537767","84406B","CREAM CUPID HEARTS COAT HANGER","6","2011-03-17 12:02:00","3.08","15311.0","EIRE","EMEA"
"537768","71053","WHITE METAL LANTERN","1","2011-04-20 13:58:00","3.61","17809.0","USA","AMER"
"537768","47566","PARTY BUNTING","3","2011-04-20 13:58:00","5.23","17809.0","USA","AMER"
"537768","71053","WHITE METAL LANTERN","8","2011-04-20 13:58:00","3.35","17809.0","USA","AMER"
"537769","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2011-03-18 16:20:00","3.49","13777.0","USA","AMER"
"537770","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2011-03-19 14:44:00","2.9","14096.0","Canada","AMER"
"537770","85099B","JUMBO BAG RED RETROSPOT","3","2011-03-19 14:44:00","2.04","14096.0","Canada","AMER"
"537770","22752","SET 7 BABUSHKA NESTING BOXES","5","2011-03-19 14:44:00","7.85","14096.0","Canada","AMER"
"537771","22632","HAND WARMER RED POLKA DOT","2","2011-03-16 16:48:00","2.2","17809.0","Australia","APAC"
"537771","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2011-03-16 16:48:00","4.28","17809.0","Australia","APAC"
"537772","20685","DOORMAT RED RETROSPOT","2","2011-03-31 16:05:00","6.99","14606.0","France","EMEA"
"537773","22632","HAND WARMER RED POLKA DOT","10","2011-03-10 09:38:00","2.27","14096.0","Germany","EMEA"
"537773","22633","HAND WARMER UNION JACK","5","2011-03-10 09:38:00","2.22","14096.0","Germany","EMEA"
"537773","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2011-03-10 09:38:00","3.64","14096.0","Germany","EMEA"
"537774","20685","DOORMAT RED RETROSPOT","6","2011-04-05 09:51:00","7.39","14096.0","Germany","EMEA"
"537775","47566","PARTY BUNTING","1","2011-04-09 09:45:00","5.15","14606.0","Belgium","EMEA"
"537776","20685","DOORMAT RED RETROSPOT","7","2011-03-22 09:38:00","7.15","14606.0","Spain","EMEA"
"537776","47566","PARTY BUNTING","3","2011-03-22 09:38:00","4.99","14606.0","Spain","EMEA"
"537776","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2011-03-22 09:38:00","2.87","14606.0","Spain","EMEA"
"537777","85099B","JUMBO BAG RED RETROSPOT","5","2011-03-01 09:30:00","2.02","16029.0","Germany","EMEA"
"537777","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2011-03-01 09:30:00","3.87","16029.0","Germany","EMEA"
"537778","47566","PARTY BUNTING","4","2011-04-23 15:07:00","4.89","14096.0","Spain","EMEA"
"537779","47566","PARTY BUNTING","1","2011-04-28 11:44:00","5.31","13777.0","Spain","EMEA"
"537779","22633","HAND WARMER UNION JACK","6","2011-04-28 11:44:00","1.87","13777.0","Spain","EMEA"
"537779","22632","HAND WARMER RED POLKA DOT","11","2011-04-28 11:44:00","2.09","13777.0","Spain","EMEA"
"537780","47566","PARTY BUNTING","12","2011-03-14 13:42:00","5.35","14606.0","France","EMEA"
"537781","20685","DOORMAT RED RETROSPOT","7","2011-03-13 11:04:00","7.43","15311.0","Germany","EMEA"
"537781","22752","SET 7 BABUSHKA NESTING BOXES","5","2011-03-13 11:04:00","7.67","15311.0","Germany","EMEA"
"537782","22752","SET 7 BABUSHKA NESTING BOXES","2","2011-03-27 11:22:00","7.8","14606.0","France","EMEA"
"537783","22633","HAND WARMER UNION JACK","8","2011-04-20 11:42:00","2.04","15291.0","USA","AMER"
"537783","84406B","CREAM CUPID HEARTS COAT HANGER","1","2011-04-20 11:42:00","2.83","15291.0","USA","AMER"
"537784","85099B","JUMBO BAG RED RETROSPOT","5","2011-04-02 16:35:00","1.64","13047.0","Australia","APAC"
"537784","71053","WHITE METAL LANTERN","12","2011-04-02 16:35:00","3.52","13047.0","Australia","APAC"
"537784","47566","PARTY BUNTING","7","2011-04-02 16:35:00","5.04","13047.0","Australia","APAC"
"537785","47566","PARTY BUNTING","3","2011-04-16 11:50:00","5.16","17809.0","Netherlands","EMEA"
"537785","85123A","WHITE HANGING HEART T-LIGHT HOLDER","4","2011-04-16 11:50:00","3.02","17809.0","Netherlands","EMEA"
"537786","22752","SET 7 BABUSHKA NESTING BOXES","12","2011-03-26 12:47:00","7.71","16029.0","Belgium","EMEA"
"537786","84029E","RED WOOLLY HOTTIE WHITE HEART","1","2011-03-26 12:47:00","3.54","16029.0","Belgium","EMEA"
"537787","22752","SET 7 BABUSHKA NESTING BOXES","4","2011-04-16 12:09:00","7.65","16029.0","Canada","AMER"
"537787","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2011-04-16 12:09:00","3.64","16029.0","Canada","AMER"
"537787","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2011-04-16 12:09:00","3.02","16029.0","Canada","AMER"
"537788","84406B","CREAM CUPID HEARTS COAT HANGER","2","2011-04-11 16:31:00","3.04","13047.0","Germany","EMEA"
"537789","84406B","CREAM CUPID HEARTS COAT HANGER","1","2011-04-16 08:58:00","3.07","15311.0","USA","AMER"
"537789","22752","SET 7 BABUSHKA NESTING BOXES","7","2011-04-16 08:58:00","7.93","15311.0","USA","AMER"
"537789","22752","SET 7 BABUSHKA NESTING BOXES","8","2011-04-16 08:58:00","8.08","15311.0","USA","AMER"
"537790","20685","DOORMAT RED RETROSPOT","1","2011-03-28 09:26:00","7.03","15291.0","EIRE","EMEA"
"537791","20685","DOORMAT RED RETROSPOT","7","2011-03-07 11:52:00","7.39","16029.0","Germany","EMEA"
"537791","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2011-03-07 11:52:00","2.7","16029.0","Germany","EMEA"
"537792","71053","WHITE METAL LANTERN","9","2011-04-20 13:47:00","3.78","17850.0","USA","AMER"
"537792","85123A","WHITE HANGING HEART T-LIGHT HOLDER","5","2011-04-20 13:47:00","2.84","17850.0","USA","AMER"
"537793","71053","WHITE METAL LANTERN","9","2011-03-03 11:51:00","3.76","17809.0","EIRE","EMEA"
"537793","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2011-03-03 11:51:00","3.57","17809.0","EIRE","EMEA"
"537794","22632","HAND WARMER RED POLKA DOT","6","2011-03-15 10:10:00","1.96","14096.0","Germany","EMEA"
"537794","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2011-03-15 10:10:00","3.54","14096.0","Germany","EMEA"
"537795","20685","DOORMAT RED RETROSPOT","2","2011-03-15 13:09:00","7.28","12583.0","United Kingdom","EMEA"
"537795","47566","PARTY BUNTING","11","2011-03-15 13:09:00","4.93","12583.0","United Kingdom","EMEA"
"537795","71053","WHITE METAL LANTERN","2","2011-03-15 13:09:00","3.8","12583.0","United Kingdom","EMEA"
"537796","20685","DOORMAT RED RETROSPOT","6","2011-03-05 11:01:00","7.02","16029.0","USA","AMER"
"537797","85099B","JUMBO BAG RED RETROSPOT","9","2011-04-09 08:22:00","1.6","13047.0","Australia","APAC"
"537798","22752","SET 7 BABUSHKA NESTING BOXES","7","2011-04-12 08:45:00","7.63","14096.0","Canada","AMER"
"537798","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2011-04-12 08:45:00","3.64","14096.0","Canada","AMER"
"537799","22752","SET 7 BABUSHKA NESTING BOXES","12","2011-03-26 16:33:00","7.71","13777.0","Canada","AMER"
"537799","84029E","RED WOOLLY HOTTIE WHITE HEART","11","2011-03-26 16:33:00","3.52","13777.0","Canada","AMER"
