"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"537431","22633","HAND WARMER UNION JACK","10","2010-12-22 11:19:00","2.3","13047.0","United Kingdom"
"537432","85099B","JUMBO BAG RED RETROSPOT","2","2010-12-24 08:25:00","2.12","15311.0","EIRE"
"537433","71053","WHITE METAL LANTERN","1","2011-01-04 16:55:00","3.56","15291.0","Spain"
"537434","85099B","JUMBO BAG RED RETROSPOT","4","2011-01-21 10:44:00","1.69","14606.0","EIRE"
"537434","20685","DOORMAT RED RETROSPOT","8","2011-01-21 10:44:00","7.09","14606.0","EIRE"
"537435","71053","WHITE METAL LANTERN","3","2011-01-17 11:46:00","3.6","13047.0","Spain"
"537435","85123A","WHITE HANGING HEART T-LIGHT HOLDER","4","2011-01-17 11:46:00","2.59","13047.0","Spain"
"537435","47566","PARTY BUNTING","10","2011-01-17 11:46:00","5.14","13047.0","Spain"
"537436","22633","HAND WARMER UNION JACK","2","2011-01-20 09:12:00","2.02","17809.0","United Kingdom"
"537437","22633","HAND WARMER UNION JACK","5","2011-01-04 11:38:00","2.09","13047.0","EIRE"
"537437","47566","PARTY BUNTING","7","2011-01-04 11:38:00","5.37","13047.0","EIRE"
"537437","71053","WHITE METAL LANTERN","12","2011-01-04 11:38:00","3.82","13047.0","EIRE"
"537437","85099B","JUMBO BAG RED RETROSPOT","4","2011-01-04 11:38:00","1.9","13047.0","EIRE"
"537438","84029E","RED WOOLLY HOTTIE WHITE HEART","8","2011-01-18 14:38:00","3.67","14606.0","United Kingdom"
"537438","22752","SET 7 BABUSHKA NESTING BOXES","9","2011-01-18 14:38:00","7.84","14606.0","United Kingdom"
"537438","84029E","RED WOOLLY HOTTIE WHITE HEART","11","2011-01-18 14:38:00","3.47","14606.0","United Kingdom"
"537438","22632","HAND WARMER RED POLKA DOT","4","2011-01-18 14:38:00","1.95","14606.0","United Kingdom"
"537439","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2011-01-18 10:31:00","2.99","13047.0","Australia"
"537439","22632","HAND WARMER RED POLKA DOT","8","2011-01-18 10:31:00","2.05","13047.0","Australia"
"537439","84406B","CREAM CUPID HEARTS COAT HANGER","2","2011-01-18 10:31:00","3.11","13047.0","Australia"
"537440","84406B","CREAM CUPID HEARTS COAT HANGER","4","2010-12-22 16:52:00","3.12","13777.0","Germany"
"537440","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2010-12-22 16:52:00","3.47","13777.0","Germany"
"537440","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2010-12-22 16:52:00","3.75","13777.0","Germany"
"537441","85099B","JUMBO BAG RED RETROSPOT","3","2011-01-29 11:36:00","1.74","14606.0","Germany"
"537441","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2011-01-29 11:36:00","3.76","14606.0","Germany"
"537441","84406B","CREAM CUPID HEARTS COAT HANGER","10","2011-01-29 11:36:00","3.05","14606.0","Germany"
"537441","22752","SET 7 BABUSHKA NESTING BOXES","9","2011-01-29 11:36:00","8.14","14606.0","Germany"
"537442","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2011-01-29 12:30:00","3.38","15311.0","Spain"
"537442","22752","SET 7 BABUSHKA NESTING BOXES","12","2011-01-29 12:30:00","7.76","15311.0","Spain"
"537442","20685","DOORMAT RED RETROSPOT","6","2011-01-29 12:30:00","7.25","15311.0","Spain"
"537442","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2011-01-29 12:30:00","4.39","15311.0","Spain"
"537443","85099B","JUMBO BAG RED RETROSPOT","3","2010-12-04 14:22:00","2.13","14096.0","United Kingdom"
"537443","84029E","RED WOOLLY HOTTIE WHITE HEART","1","2010-12-04 14:22:00","3.78","14096.0","United Kingdom"
"537443","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2010-12-04 14:22:00","3.69","14096.0","United Kingdom"
"537443","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2010-12-04 14:22:00","3.79","14096.0","United Kingdom"
"537444","22632","HAND WARMER RED POLKA DOT","9","2011-01-20 14:20:00","2.19","14096.0","Netherlands"
"537445","84406B","CREAM CUPID HEARTS COAT HANGER","6","2010-12-07 09:15:00","3.08","14606.0","Australia"
"537445","20685","DOORMAT RED RETROSPOT","10","2010-12-07 09:15:00","7.26","14606.0","Australia"
"537446","47566","PARTY BUNTING","7","2010-12-16 12:38:00","4.89","13777.0","Belgium"
"537447","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2011-01-04 13:28:00","3.57","14606.0","Netherlands"
"537448","84406B","CREAM CUPID HEARTS COAT HANGER","10","2011-01-22 10:55:00","2.83","14096.0","Netherlands"
"537449","22632","HAND WARMER RED POLKA DOT","11","2010-12-16 13:36:00","1.91","13777.0","Germany"
"537449","22632","HAND WARMER RED POLKA DOT","5","2010-12-16 13:36:00","2.16","13777.0","Germany"
"537450","22633","HAND WARMER UNION JACK","12","2011-01-24 13:57:00","2.28","17809.0","Germany"
"537450","84406B","CREAM CUPID HEARTS COAT HANGER","6","2011-01-24 13:57:00","2.93","17809.0","Germany"
"537451","47566","PARTY BUNTING","12","2010-12-13 12:16:00","5.41","17809.0","Netherlands"
"537451","84406B","CREAM CUPID HEARTS COAT HANGER","2","2010-12-13 12:16:00","3.04","17809.0","Netherlands"
"537451","21730","GLASS STAR FROSTED T-LIGHT HOLDER","7","2010-12-13 12:16:00","4.63","17809.0","Netherlands"
"537451","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2010-12-13 12:16:00","2.49","17809.0","Netherlands"
"537452","22752","SET 7 BABUSHKA NESTING BOXES","9","2010-12-28 08:32:00","7.85","16029.0","United Kingdom"
"537452","47566","PARTY BUNTING","6","2010-12-28 08:32:00","5.23","16029.0","United Kingdom"
"537452","20685","DOORMAT RED RETROSPOT","2","2010-12-28 08:32:00","7.32","16029.0","United Kingdom"
"537453","22633","HAND WARMER UNION JACK","10","2011-01-24 09:36:00","2.14","15291.0","France"
"537454","22633","HAND WARMER UNION JACK","12","2011-01-22 12:29:00","1.84","14096.0","Germany"
"537454","22752","SET 7 BABUSHKA NESTING BOXES","2","2011-01-22 12:29:00","7.66","14096.0","Germany"
"537455","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2011-01-19 14:56:00","2.79","15291.0","Australia"
"537455","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2011-01-19 14:56:00","2.95","15291.0","Australia"
"537455","85123A","WHITE HANGING HEART T-LIGHT HOLDER","1","2011-01-19 14:56:00","2.59","15291.0","Australia"
"537456","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-24 11:37:00","1.87","14606.0","France"
"537456","85099B","JUMBO BAG RED RETROSPOT","11","2011-01-24 11:37:00","1.67","14606.0","France"
"537456","47566","PARTY BUNTING","6","2011-01-24 11:37:00","5.39","14606.0","France"
"537456","20685","DOORMAT RED RETROSPOT","10","2011-01-24 11:37:00","7.07","14606.0","France"
"537457","22632","HAND WARMER RED POLKA DOT","10","2010-12-12 09:01:00","2.32","14606.0","EIRE"
"537457","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2010-12-12 09:01:00","2.77","14606.0","EIRE"
"537458","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2011-01-29 11:42:00","3.47","17809.0","Netherlands"
"537459","22752","SET 7 BABUSHKA NESTING BOXES","1","2011-01-29 11:49:00","7.63","15311.0","Spain"
"537459","22633","HAND WARMER UNION JACK","2","2011-01-29 11:49:00","2.25","15311.0","Spain"
"537459","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2011-01-29 11:49:00","4.42","15311.0","Spain"
"537459","20685","DOORMAT RED RETROSPOT","12","2011-01-29 11:49:00","7.11","15311.0","Spain"
"537460","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2010-12-26 11:13:00","4.64","13777.0","Australia"
"537461","84406B","CREAM CUPID HEARTS COAT HANGER","4","2011-01-28 16:07:00","2.72","15291.0","France"
"537462","71053","WHITE METAL LANTERN","9","2010-12-27 11:13:00","3.51","17809.0","Netherlands"
"537462","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2010-12-27 11:13:00","3.36","17809.0","Netherlands"
"537462","22633","HAND WARMER UNION JACK","1","2010-12-27 11:13:00","1.75","17809.0","Netherlands"
"537462","21730","GLASS STAR FROSTED T-LIGHT HOLDER","7","2010-12-27 11:13:00","4.73","17809.0","Netherlands"
"537463","71053","WHITE METAL LANTERN","7","2011-01-30 12:53:00","3.86","17809.0","Netherlands"
"537464","22633","HAND WARMER UNION JACK","1","2011-01-11 14:56:00","2.32","13047.0","EIRE"
"537464","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2011-01-11 14:56:00","3.68","13047.0","EIRE"
"537464","22752","SET 7 BABUSHKA NESTING BOXES","1","2011-01-11 14:56:00","7.63","13047.0","EIRE"
"537465","84406B","CREAM CUPID HEARTS COAT HANGER","3","2010-12-01 10:33:00","3.07","16029.0","France"
"537465","85123A","WHITE HANGING HEART T-LIGHT HOLDER","1","2010-12-01 10:33:00","2.81","16029.0","France"
"537466","84406B","CREAM CUPID HEARTS COAT HANGER","7","2011-01-09 14:52:00","2.75","17809.0","Spain"
"537466","22632","HAND WARMER RED POLKA DOT","3","2011-01-09 14:52:00","2.2","17809.0","Spain"
"537467","22633","HAND WARMER UNION JACK","4","2011-01-20 10:01:00","1.93","13047.0","Netherlands"
"537467","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-20 10:01:00","2.1","13047.0","Netherlands"
"537468","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2011-01-20 08:21:00","2.47","17850.0","Netherlands"
"537468","84406B","CREAM CUPID HEARTS COAT HANGER","7","2011-01-20 08:21:00","2.68","17850.0","Netherlands"
"537468","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2011-01-20 08:21:00","4.58","17850.0","Netherlands"
"537469","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2010-12-01 13:57:00","3.54","13047.0","France"
"537469","71053","WHITE METAL LANTERN","2","2010-12-01 13:57:00","3.87","13047.0","France"
"537470","47566","PARTY BUNTING","11","2010-12-29 10:54:00","4.85","15291.0","Belgium"
"537470","22633","HAND WARMER UNION JACK","8","2010-12-29 10:54:00","2.29","15291.0","Belgium"
"537470","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2010-12-29 10:54:00","3.48","15291.0","Belgium"
"537470","22632","HAND WARMER RED POLKA DOT","6","2010-12-29 10:54:00","2.32","15291.0","Belgium"
"537471","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2011-01-17 11:08:00","3.37","13777.0","Australia"
"537472","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2011-01-17 09:45:00","4.68","13047.0","EIRE"
"537472","71053","WHITE METAL LANTERN","4","2011-01-17 09:45:00","3.43","13047.0","EIRE"
"537473","47566","PARTY BUNTING","9","2011-01-15 15:42:00","5.16","17809.0","Spain"
"537473","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2011-01-15 15:42:00","3.49","17809.0","Spain"
"537474","21730","GLASS STAR FROSTED T-LIGHT HOLDER","11","2011-01-17 08:47:00","4.18","16029.0","France"
"537474","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2011-01-17 08:47:00","3.3","16029.0","France"
"537474","85099B","JUMBO BAG RED RETROSPOT","1","2011-01-17 08:47:00","2.05","16029.0","France"
"537475","22633","HAND WARMER UNION JACK","8","2010-12-21 08:36:00","2.26","14096.0","France"
"537475","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","11","2010-12-21 08:36:00","3.81","14096.0","France"
"537476","22633","HAND WARMER UNION JACK","2","2010-12-30 12:34:00","2.2","15311.0","Australia"
"537476","85099B","JUMBO BAG RED RETROSPOT","9","2010-12-30 12:34:00","2.1","15311.0","Australia"
"537476","22752","SET 7 BABUSHKA NESTING BOXES","3","2010-12-30 12:34:00","7.7","15311.0","Australia"
"537476","22633","HAND WARMER UNION JACK","9","2010-12-30 12:34:00","2.02","15311.0","Australia"
"537477","22752","SET 7 BABUSHKA NESTING BOXES","7","2010-12-17 09:50:00","7.94","15291.0","Netherlands"
"537478","22632","HAND WARMER RED POLKA DOT","12","2010-12-30 09:07:00","1.93","15311.0","Germany"
"537478","22752","SET 7 BABUSHKA NESTING BOXES","5","2010-12-30 09:07:00","7.82","15311.0","Germany"
"537479","84406B","CREAM CUPID HEARTS COAT HANGER","11","2011-01-22 16:12:00","2.78","14096.0","France"
"537480","22632","HAND WARMER RED POLKA DOT","9","2011-01-03 10:36:00","1.78","17809.0","EIRE"
"537481","71053","WHITE METAL LANTERN","11","2010-12-11 13:10:00","3.39","15291.0","EIRE"
"537481","85099B","JUMBO BAG RED RETROSPOT","10","2010-12-11 13:10:00","1.69","15291.0","EIRE"
"537481","20685","DOORMAT RED RETROSPOT","3","2010-12-11 13:10:00","7.3","15291.0","EIRE"
"537482","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2010-12-04 14:18:00","4.73","14606.0","EIRE"
"537482","22633","HAND WARMER UNION JACK","8","2010-12-04 14:18:00","1.94","14606.0","EIRE"
"537482","20685","DOORMAT RED RETROSPOT","5","2010-12-04 14:18:00","6.98","14606.0","EIRE"
"537482","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2010-12-04 14:18:00","3.62","14606.0","EIRE"
"537483","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2011-01-08 09:03:00","4.24","16029.0","EIRE"
"537483","84406B","CREAM CUPID HEARTS COAT HANGER","4","2011-01-08 09:03:00","2.88","16029.0","EIRE"
"537483","84406B","CREAM CUPID HEARTS COAT HANGER","11","2011-01-08 09:03:00","2.9","16029.0","EIRE"
"537484","84406B","CREAM CUPID HEARTS COAT HANGER","7","2010-12-05 11:17:00","2.72","17809.0","EIRE"
"537484","20685","DOORMAT RED RETROSPOT","10","2010-12-05 11:17:00","7.55","17809.0","EIRE"
"537485","22752","SET 7 BABUSHKA NESTING BOXES","1","2010-12-10 12:48:00","7.93","13777.0","EIRE"
"537485","22632","HAND WARMER RED POLKA DOT","5","2010-12-10 12:48:00","2.06","13777.0","EIRE"
"537486","20685","DOORMAT RED RETROSPOT","10","2010-12-20 09:34:00","7.25","13777.0","EIRE"
"537486","71053","WHITE METAL LANTERN","12","2010-12-20 09:34:00","3.49","13777.0","EIRE"
"537486","84029E","RED WOOLLY HOTTIE WHITE HEART","1","2010-12-20 09:34:00","3.52","13777.0","EIRE"
"537486","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2010-12-20 09:34:00","3.67","13777.0","EIRE"
"537487","22632","HAND WARMER RED POLKA DOT","2","2011-01-18 12:14:00","1.8","13777.0","France"
"537487","20685","DOORMAT RED RETROSPOT","10","2011-01-18 12:14:00","7.56","13777.0","France"
"537487","22752","SET 7 BABUSHKA NESTING BOXES","4","2011-01-18 12:14:00","8.07","13777.0","France"
"537487","85099B","JUMBO BAG RED RETROSPOT","8","2011-01-18 12:14:00","2.05","13777.0","France"
"537488","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2011-01-10 09:55:00","3.73","17850.0","Belgium"
"537488","84029E","RED WOOLLY HOTTIE WHITE HEART","11","2011-01-10 09:55:00","3.59","17850.0","Belgium"
"537488","21730","GLASS STAR FROSTED T-LIGHT HOLDER","11","2011-01-10 09:55:00","4.65","17850.0","Belgium"
"537488","22752","SET 7 BABUSHKA NESTING BOXES","2","2011-01-10 09:55:00","7.56","17850.0","Belgium"
"537489","21730","GLASS STAR FROSTED T-LIGHT HOLDER","11","2011-01-01 11:37:00","4.31","16029.0","EIRE"
"537489","20685","DOORMAT RED RETROSPOT","8","2011-01-01 11:37:00","7.32","16029.0","EIRE"
"537489","47566","PARTY BUNTING","7","2011-01-01 11:37:00","5.21","16029.0","EIRE"
"537489","85099B","JUMBO BAG RED RETROSPOT","7","2011-01-01 11:37:00","1.58","16029.0","EIRE"
"537490","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2010-12-07 09:48:00","3.64","16029.0","Germany"
"537491","22633","HAND WARMER UNION JACK","10","2010-12-23 15:54:00","2.27","17850.0","Belgium"
"537491","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2010-12-23 15:54:00","2.94","17850.0","Belgium"
"537491","85099B","JUMBO BAG RED RETROSPOT","12","2010-12-23 15:54:00","2.02","17850.0","Belgium"
"537491","85099B","JUMBO BAG RED RETROSPOT","1","2010-12-23 15:54:00","1.68","17850.0","Belgium"
"537492","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2010-12-07 12:58:00","4.59","17809.0","United Kingdom"
"537492","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2010-12-07 12:58:00","3.78","17809.0","United Kingdom"
"537493","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2010-12-18 15:50:00","2.72","15311.0","Netherlands"
"537493","85099B","JUMBO BAG RED RETROSPOT","5","2010-12-18 15:50:00","2.01","15311.0","Netherlands"
"537493","84406B","CREAM CUPID HEARTS COAT HANGER","4","2010-12-18 15:50:00","2.99","15311.0","Netherlands"
"537494","22633","HAND WARMER UNION JACK","2","2011-01-19 10:54:00","1.95","17809.0","Belgium"
"537494","47566","PARTY BUNTING","9","2011-01-19 10:54:00","5.29","17809.0","Belgium"
"537494","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2011-01-19 10:54:00","3.79","17809.0","Belgium"
"537495","84406B","CREAM CUPID HEARTS COAT HANGER","7","2010-12-21 15:40:00","2.77","14096.0","Germany"
"537496","22752","SET 7 BABUSHKA NESTING BOXES","3","2011-01-21 15:57:00","8.13","17809.0","Netherlands"
"537496","22752","SET 7 BABUSHKA NESTING BOXES","1","2011-01-21 15:57:00","7.62","17809.0","Netherlands"
"537496","47566","PARTY BUNTING","5","2011-01-21 15:57:00","5.4","17809.0","Netherlands"
"537496","20685","DOORMAT RED RETROSPOT","11","2011-01-21 15:57:00","7.32","17809.0","Netherlands"
"537497","71053","WHITE METAL LANTERN","2","2011-01-14 09:12:00","3.72","16029.0","Belgium"
"537497","85099B","JUMBO BAG RED RETROSPOT","7","2011-01-14 09:12:00","2.06","16029.0","Belgium"
"537498","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2010-12-23 14:08:00","4.66","15291.0","Netherlands"
"537498","20685","DOORMAT RED RETROSPOT","5","2010-12-23 14:08:00","7.35","15291.0","Netherlands"
"537499","22632","HAND WARMER RED POLKA DOT","3","2010-12-29 08:15:00","2.15","15311.0","Netherlands"
"537500","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","8","2010-12-15 11:15:00","3.68","13777.0","United Kingdom"
"537500","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2010-12-15 11:15:00","3.3","13777.0","United Kingdom"
"537500","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2010-12-15 11:15:00","3.8","13777.0","United Kingdom"
"537501","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2011-01-05 16:36:00","3.4","14096.0","Australia"
"537501","22632","HAND WARMER RED POLKA DOT","10","2011-01-05 16:36:00","1.99","14096.0","Australia"
"537501","47566","PARTY BUNTING","7","2011-01-05 16:36:00","5.3","14096.0","Australia"
"537501","20685","DOORMAT RED RETROSPOT","6","2011-01-05 16:36:00","7.46","14096.0","Australia"
"537502","22632","HAND WARMER RED POLKA DOT","6","2010-12-24 11:20:00","1.8","17809.0","Belgium"
"537502","20685","DOORMAT RED RETROSPOT","3","2010-12-24 11:20:00","7.17","17809.0","Belgium"
"537502","20685","DOORMAT RED RETROSPOT","4","2010-12-24 11:20:00","7.46","17809.0","Belgium"
"537503","22752","SET 7 BABUSHKA NESTING BOXES","2","2011-01-15 15:34:00","8.03","15291.0","Germany"
"537503","47566","PARTY BUNTING","4","2011-01-15 15:34:00","5.28","15291.0","Germany"
"537504","47566","PARTY BUNTING","8","2011-01-06 08:29:00","5.15","14606.0","Australia"
"537504","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2011-01-06 08:29:00","4.72","14606.0","Australia"
"537505","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2010-12-29 16:41:00","2.74","15291.0","United Kingdom"
"537505","20685","DOORMAT RED RETROSPOT","3","2010-12-29 16:41:00","7.02","15291.0","United Kingdom"
"537506","20685","DOORMAT RED RETROSPOT","1","2011-01-06 12:57:00","7.41","14606.0","Germany"
"537506","22633","HAND WARMER UNION JACK","7","2011-01-06 12:57:00","2.17","14606.0","Germany"
"537506","84406B","CREAM CUPID HEARTS COAT HANGER","7","2011-01-06 12:57:00","2.78","14606.0","Germany"
"537507","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2011-01-14 12:21:00","3.77","15291.0","Spain"
"537507","22632","HAND WARMER RED POLKA DOT","7","2011-01-14 12:21:00","1.84","15291.0","Spain"
"537507","22632","HAND WARMER RED POLKA DOT","11","2011-01-14 12:21:00","2.1","15291.0","Spain"
"537507","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2011-01-14 12:21:00","2.48","15291.0","Spain"
"537508","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2011-01-09 09:33:00","4.25","13047.0","Germany"
"537508","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2011-01-09 09:33:00","3.88","13047.0","Germany"
"537508","84406B","CREAM CUPID HEARTS COAT HANGER","3","2011-01-09 09:33:00","2.67","13047.0","Germany"
"537509","47566","PARTY BUNTING","12","2010-12-06 09:25:00","5.42","17809.0","Germany"
"537509","21730","GLASS STAR FROSTED T-LIGHT HOLDER","7","2010-12-06 09:25:00","4.38","17809.0","Germany"
"537509","22633","HAND WARMER UNION JACK","3","2010-12-06 09:25:00","2.26","17809.0","Germany"
"537509","84406B","CREAM CUPID HEARTS COAT HANGER","2","2010-12-06 09:25:00","2.84","17809.0","Germany"
"537510","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2011-01-01 09:11:00","3.41","14606.0","Belgium"
"537510","22752","SET 7 BABUSHKA NESTING BOXES","11","2011-01-01 09:11:00","7.93","14606.0","Belgium"
"537511","47566","PARTY BUNTING","1","2011-01-03 12:01:00","5.44","13047.0","Australia"
"537511","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2011-01-03 12:01:00","2.67","13047.0","Australia"
"537511","84406B","CREAM CUPID HEARTS COAT HANGER","1","2011-01-03 12:01:00","3.23","13047.0","Australia"
"537512","47566","PARTY BUNTING","10","2010-12-25 12:01:00","5.07","17809.0","United Kingdom"
"537513","22632","HAND WARMER RED POLKA DOT","4","2011-01-10 15:11:00","2.34","15311.0","France"
"537514","22633","HAND WARMER UNION JACK","12","2010-12-24 10:57:00","2.26","16029.0","France"
"537515","22632","HAND WARMER RED POLKA DOT","2","2010-12-02 08:59:00","2.23","13777.0","France"
"537515","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2010-12-02 08:59:00","3.35","13777.0","France"
"537516","84406B","CREAM CUPID HEARTS COAT HANGER","10","2011-01-01 11:38:00","3.2","13047.0","France"
"537516","22633","HAND WARMER UNION JACK","11","2011-01-01 11:38:00","2.08","13047.0","France"
"537517","22752","SET 7 BABUSHKA NESTING BOXES","4","2011-01-12 16:04:00","7.77","13047.0","Australia"
"537517","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","8","2011-01-12 16:04:00","3.4","13047.0","Australia"
"537517","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2011-01-12 16:04:00","4.36","13047.0","Australia"
"537517","22633","HAND WARMER UNION JACK","11","2011-01-12 16:04:00","2.17","13047.0","Australia"
"537518","47566","PARTY BUNTING","12","2011-01-28 16:36:00","5.17","17809.0","Germany"
"537519","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2010-12-21 10:28:00","3.86","14606.0","EIRE"
"537519","21730","GLASS STAR FROSTED T-LIGHT HOLDER","7","2010-12-21 10:28:00","4.41","14606.0","EIRE"
"537519","71053","WHITE METAL LANTERN","8","2010-12-21 10:28:00","3.3","14606.0","EIRE"
"537519","71053","WHITE METAL LANTERN","6","2010-12-21 10:28:00","3.63","14606.0","EIRE"
"537520","85099B","JUMBO BAG RED RETROSPOT","12","2011-01-20 12:49:00","1.58","13777.0","Spain"
"537520","85123A","WHITE HANGING HEART T-LIGHT HOLDER","4","2011-01-20 12:49:00","3.02","13777.0","Spain"
"537520","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2011-01-20 12:49:00","3.74","13777.0","Spain"
"537520","47566","PARTY BUNTING","9","2011-01-20 12:49:00","4.95","13777.0","Spain"
"537521","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2010-12-02 08:19:00","4.36","15291.0","United Kingdom"
"537521","22632","HAND WARMER RED POLKA DOT","1","2010-12-02 08:19:00","2.24","15291.0","United Kingdom"
"537521","85099B","JUMBO BAG RED RETROSPOT","7","2010-12-02 08:19:00","1.99","15291.0","United Kingdom"
"537522","22633","HAND WARMER UNION JACK","3","2011-01-28 11:06:00","2.29","17850.0","Netherlands"
"537522","20685","DOORMAT RED RETROSPOT","6","2011-01-28 11:06:00","7.02","17850.0","Netherlands"
"537523","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2011-01-06 08:02:00","4.69","15311.0","Australia"
"537523","71053","WHITE METAL LANTERN","5","2011-01-06 08:02:00","3.29","15311.0","Australia"
"537524","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2010-12-25 11:23:00","4.24","12583.0","Netherlands"
"537524","47566","PARTY BUNTING","4","2010-12-25 11:23:00","5.22","12583.0","Netherlands"
"537525","85099B","JUMBO BAG RED RETROSPOT","12","2011-01-15 12:13:00","2.1","16029.0","Belgium"
"537525","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2011-01-15 12:13:00","4.16","16029.0","Belgium"
"537525","21730","GLASS STAR FROSTED T-LIGHT HOLDER","7","2011-01-15 12:13:00","4.32","16029.0","Belgium"
"537526","20685","DOORMAT RED RETROSPOT","7","2011-01-08 08:40:00","7.01","14606.0","Australia"
"537526","22633","HAND WARMER UNION JACK","3","2011-01-08 08:40:00","2.15","14606.0","Australia"
"537527","22633","HAND WARMER UNION JACK","2","2010-12-08 10:57:00","1.86","13047.0","Germany"
"537527","22752","SET 7 BABUSHKA NESTING BOXES","3","2010-12-08 10:57:00","8.12","13047.0","Germany"
"537528","47566","PARTY BUNTING","5","2011-01-04 12:18:00","4.92","14606.0","Belgium"
"537528","71053","WHITE METAL LANTERN","7","2011-01-04 12:18:00","3.78","14606.0","Belgium"
"537528","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2011-01-04 12:18:00","3.62","14606.0","Belgium"
"537529","22633","HAND WARMER UNION JACK","2","2011-01-03 08:30:00","1.82","12583.0","EIRE"
"537529","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2011-01-03 08:30:00","2.56","12583.0","EIRE"
"537529","20685","DOORMAT RED RETROSPOT","2","2011-01-03 08:30:00","7.13","12583.0","EIRE"
"537529","47566","PARTY BUNTING","6","2011-01-03 08:30:00","5.11","12583.0","EIRE"
"537530","22632","HAND WARMER RED POLKA DOT","4","2011-01-19 08:42:00","2.21","16029.0","Australia"
"537530","20685","DOORMAT RED RETROSPOT","6","2011-01-19 08:42:00","7.01","16029.0","Australia"
"537531","84406B","CREAM CUPID HEARTS COAT HANGER","6","2011-01-25 12:58:00","2.93","17809.0","France"
"537532","71053","WHITE METAL LANTERN","4","2010-12-10 12:32:00","3.4","14096.0","Belgium"
"537533","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2010-12-02 15:04:00","3.61","13777.0","Netherlands"
"537533","22632","HAND WARMER RED POLKA DOT","3","2010-12-02 15:04:00","1.84","13777.0","Netherlands"
