"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","Region"
"538284","47566","PARTY BUNTING","9","2017-04-24 11:44:00","5.23","15311.0","Netherlands","EMEA"
"538285","22752","SET 7 BABUSHKA NESTING BOXES","2","2017-03-09 13:56:00","8.03","17809.0","USA","AMER"
"538286","22633","HAND WARMER UNION JACK","2","2017-04-19 14:16:00","2.02","13777.0","United Kingdom","EMEA"
"538286","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2017-04-19 14:16:00","3.84","13777.0","United Kingdom","EMEA"
"538287","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2017-03-08 13:05:00","4.67","17809.0","USA","AMER"
"538287","85099B","JUMBO BAG RED RETROSPOT","3","2017-03-08 13:05:00","1.55","17809.0","USA","AMER"
"538288","84406B","CREAM CUPID HEARTS COAT HANGER","2","2017-04-13 09:43:00","2.68","16029.0","Spain","EMEA"
"538289","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2017-04-14 16:58:00","3.49","14096.0","Australia","APAC"
"538289","22632","HAND WARMER RED POLKA DOT","1","2017-04-14 16:58:00","2.34","14096.0","Australia","APAC"
"538290","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2017-04-07 11:14:00","3.58","17850.0","Canada","AMER"
"538290","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2017-04-07 11:14:00","2.48","17850.0","Canada","AMER"
"538291","71053","WHITE METAL LANTERN","4","2017-03-29 09:29:00","3.69","16029.0","USA","AMER"
"538292","84029E","RED WOOLLY HOTTIE WHITE HEART","11","2017-03-22 12:10:00","3.41","13777.0","France","EMEA"
"538292","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2017-03-22 12:10:00","4.24","13777.0","France","EMEA"
"538293","71053","WHITE METAL LANTERN","2","2017-03-13 14:23:00","3.67","14606.0","United Kingdom","EMEA"
"538293","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2017-03-13 14:23:00","3.85","14606.0","United Kingdom","EMEA"
"538294","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2017-04-15 08:11:00","3.47","17809.0","Germany","EMEA"
"538295","22752","SET 7 BABUSHKA NESTING BOXES","5","2017-03-29 09:35:00","7.7","13777.0","Belgium","EMEA"
"538296","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2017-04-12 13:48:00","2.62","13047.0","Germany","EMEA"
"538296","84406B","CREAM CUPID HEARTS COAT HANGER","1","2017-04-12 13:48:00","3.1","13047.0","Germany","EMEA"
"538296","71053","WHITE METAL LANTERN","5","2017-04-12 13:48:00","3.35","13047.0","Germany","EMEA"
"538297","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2017-03-24 10:12:00","4.51","14096.0","Canada","AMER"
"538297","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2017-03-24 10:12:00","3.68","14096.0","Canada","AMER"
"538297","22633","HAND WARMER UNION JACK","7","2017-03-24 10:12:00","1.88","14096.0","Canada","AMER"
"538298","20685","DOORMAT RED RETROSPOT","5","2017-03-21 16:15:00","6.99","15291.0","Canada","AMER"
"538299","85099B","JUMBO BAG RED RETROSPOT","2","2017-03-08 11:48:00","2.05","14096.0","Belgium","EMEA"
"538299","22633","HAND WARMER UNION JACK","9","2017-03-08 11:48:00","2.26","14096.0","Belgium","EMEA"
"538300","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2017-03-04 08:13:00","3.63","14096.0","France","EMEA"
"538301","71053","WHITE METAL LANTERN","11","2017-03-17 10:37:00","3.84","13047.0","Belgium","EMEA"
"538301","22633","HAND WARMER UNION JACK","6","2017-03-17 10:37:00","1.85","13047.0","Belgium","EMEA"
"538301","22632","HAND WARMER RED POLKA DOT","10","2017-03-17 10:37:00","2.01","13047.0","Belgium","EMEA"
"538302","20685","DOORMAT RED RETROSPOT","1","2017-04-16 13:45:00","7.09","15291.0","Germany","EMEA"
"538302","22632","HAND WARMER RED POLKA DOT","8","2017-04-16 13:45:00","1.76","15291.0","Germany","EMEA"
"538303","22752","SET 7 BABUSHKA NESTING BOXES","3","2017-03-27 11:26:00","7.98","15311.0","Australia","APAC"
"538304","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2017-04-28 14:39:00","4.3","14606.0","Canada","AMER"
"538304","71053","WHITE METAL LANTERN","5","2017-04-28 14:39:00","3.32","14606.0","Canada","AMER"
"538305","85099B","JUMBO BAG RED RETROSPOT","11","2017-03-03 11:24:00","1.86","14606.0","Spain","EMEA"
"538305","71053","WHITE METAL LANTERN","10","2017-03-03 11:24:00","3.39","14606.0","Spain","EMEA"
"538305","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2017-03-03 11:24:00","3.61","14606.0","Spain","EMEA"
"538306","22633","HAND WARMER UNION JACK","6","2017-04-23 08:46:00","2.22","16029.0","EIRE","EMEA"
"538306","84406B","CREAM CUPID HEARTS COAT HANGER","6","2017-04-23 08:46:00","2.65","16029.0","EIRE","EMEA"
"538307","22752","SET 7 BABUSHKA NESTING BOXES","9","2017-04-01 14:55:00","7.75","13777.0","Australia","APAC"
"538308","22752","SET 7 BABUSHKA NESTING BOXES","4","2017-03-25 14:25:00","8.02","15311.0","EIRE","EMEA"
"538308","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2017-03-25 14:25:00","3.4","15311.0","EIRE","EMEA"
"538308","21730","GLASS STAR FROSTED T-LIGHT HOLDER","11","2017-03-25 14:25:00","4.53","15311.0","EIRE","EMEA"
"538309","22632","HAND WARMER RED POLKA DOT","6","2017-03-18 11:58:00","1.89","17809.0","Germany","EMEA"
"538310","22633","HAND WARMER UNION JACK","2","2017-04-13 16:55:00","1.82","15291.0","Germany","EMEA"
"538310","85099B","JUMBO BAG RED RETROSPOT","8","2017-04-13 16:55:00","1.98","15291.0","Germany","EMEA"
"538311","22632","HAND WARMER RED POLKA DOT","6","2017-04-25 10:04:00","1.88","15311.0","EIRE","EMEA"
"538312","84406B","CREAM CUPID HEARTS COAT HANGER","8","2017-03-01 15:19:00","3.13","15311.0","United Kingdom","EMEA"
"538312","85099B","JUMBO BAG RED RETROSPOT","11","2017-03-01 15:19:00","2.01","15311.0","United Kingdom","EMEA"
"538312","22632","HAND WARMER RED POLKA DOT","9","2017-03-01 15:19:00","1.76","15311.0","United Kingdom","EMEA"
"538313","22752","SET 7 BABUSHKA NESTING BOXES","10","2017-04-16 08:31:00","7.66","15291.0","Belgium","EMEA"
"538313","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2017-04-16 08:31:00","3.37","15291.0","Belgium","EMEA"
"538313","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2017-04-16 08:31:00","3.87","15291.0","Belgium","EMEA"
"538314","22632","HAND WARMER RED POLKA DOT","11","2017-04-25 14:57:00","1.83","15291.0","EIRE","EMEA"
"538315","47566","PARTY BUNTING","9","2017-04-08 11:48:00","5.38","17850.0","Belgium","EMEA"
"538315","85123A","WHITE HANGING HEART T-LIGHT HOLDER","4","2017-04-08 11:48:00","2.62","17850.0","Belgium","EMEA"
"538316","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2017-03-03 13:29:00","3.45","12583.0","Netherlands","EMEA"
"538316","22633","HAND WARMER UNION JACK","8","2017-03-03 13:29:00","2.23","12583.0","Netherlands","EMEA"
"538316","22752","SET 7 BABUSHKA NESTING BOXES","1","2017-03-03 13:29:00","7.63","12583.0","Netherlands","EMEA"
"538317","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2017-04-22 10:10:00","3.32","12583.0","EIRE","EMEA"
"538317","47566","PARTY BUNTING","5","2017-04-22 10:10:00","5.06","12583.0","EIRE","EMEA"
"538318","22632","HAND WARMER RED POLKA DOT","6","2017-04-23 13:48:00","2.06","15291.0","United Kingdom","EMEA"
"538319","22632","HAND WARMER RED POLKA DOT","9","2017-03-18 15:59:00","2.32","16029.0","EIRE","EMEA"
"538319","22632","HAND WARMER RED POLKA DOT","5","2017-03-18 15:59:00","2.02","16029.0","EIRE","EMEA"
"538320","20685","DOORMAT RED RETROSPOT","9","2017-03-16 14:35:00","7.11","16029.0","Canada","AMER"
"538320","22633","HAND WARMER UNION JACK","7","2017-03-16 14:35:00","1.85","16029.0","Canada","AMER"
"538321","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2017-04-19 15:26:00","3.42","17850.0","Netherlands","EMEA"
"538321","22633","HAND WARMER UNION JACK","12","2017-04-19 15:26:00","1.84","17850.0","Netherlands","EMEA"
"538322","47566","PARTY BUNTING","12","2017-03-11 15:00:00","5.0","17850.0","Canada","AMER"
"538323","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2017-04-14 13:46:00","3.45","14606.0","Netherlands","EMEA"
"538323","71053","WHITE METAL LANTERN","2","2017-04-14 13:46:00","3.53","14606.0","Netherlands","EMEA"
"538323","47566","PARTY BUNTING","8","2017-04-14 13:46:00","5.11","14606.0","Netherlands","EMEA"
"538324","85099B","JUMBO BAG RED RETROSPOT","10","2017-03-17 08:16:00","1.76","17850.0","EIRE","EMEA"
"538324","20685","DOORMAT RED RETROSPOT","6","2017-03-17 08:16:00","7.49","17850.0","EIRE","EMEA"
"538324","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2017-03-17 08:16:00","3.63","17850.0","EIRE","EMEA"
"538325","84406B","CREAM CUPID HEARTS COAT HANGER","10","2017-03-30 11:01:00","2.82","12583.0","Canada","AMER"
"538326","20685","DOORMAT RED RETROSPOT","10","2017-04-09 11:02:00","7.15","14606.0","USA","AMER"
"538326","84406B","CREAM CUPID HEARTS COAT HANGER","2","2017-04-09 11:02:00","3.09","14606.0","USA","AMER"
"538327","85099B","JUMBO BAG RED RETROSPOT","4","2017-03-07 13:57:00","1.91","15311.0","Canada","AMER"
"538327","85123A","WHITE HANGING HEART T-LIGHT HOLDER","1","2017-03-07 13:57:00","2.46","15311.0","Canada","AMER"
"538328","47566","PARTY BUNTING","12","2017-04-28 09:43:00","5.13","13047.0","USA","AMER"
"538328","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2017-04-28 09:43:00","4.18","13047.0","USA","AMER"
"538328","71053","WHITE METAL LANTERN","12","2017-04-28 09:43:00","3.66","13047.0","USA","AMER"
"538329","47566","PARTY BUNTING","5","2017-04-22 10:57:00","4.93","14096.0","Spain","EMEA"
"538329","47566","PARTY BUNTING","3","2017-04-22 10:57:00","4.9","14096.0","Spain","EMEA"
"538330","47566","PARTY BUNTING","1","2017-03-03 11:44:00","4.92","16029.0","Netherlands","EMEA"
"538330","22632","HAND WARMER RED POLKA DOT","5","2017-03-03 11:44:00","2.23","16029.0","Netherlands","EMEA"
"538331","20685","DOORMAT RED RETROSPOT","6","2017-04-15 12:47:00","7.48","15291.0","France","EMEA"
"538332","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","8","2017-04-11 10:26:00","3.81","15311.0","Australia","APAC"
"538333","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2017-03-16 08:49:00","3.47","14606.0","EIRE","EMEA"
"538333","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2017-03-16 08:49:00","3.59","14606.0","EIRE","EMEA"
"538334","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2017-04-12 11:31:00","2.79","14606.0","Netherlands","EMEA"
"538334","22752","SET 7 BABUSHKA NESTING BOXES","11","2017-04-12 11:31:00","8.06","14606.0","Netherlands","EMEA"
"538335","71053","WHITE METAL LANTERN","2","2017-04-08 14:46:00","3.45","17809.0","Canada","AMER"
"538335","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2017-04-08 14:46:00","3.85","17809.0","Canada","AMER"
"538336","85123A","WHITE HANGING HEART T-LIGHT HOLDER","1","2017-03-01 08:25:00","2.9","17809.0","Canada","AMER"
"538336","84406B","CREAM CUPID HEARTS COAT HANGER","3","2017-03-01 08:25:00","2.87","17809.0","Canada","AMER"
"538336","22752","SET 7 BABUSHKA NESTING BOXES","7","2017-03-01 08:25:00","8.07","17809.0","Canada","AMER"
"538337","22632","HAND WARMER RED POLKA DOT","8","2017-04-25 11:09:00","2.04","17850.0","Belgium","EMEA"
"538337","22752","SET 7 BABUSHKA NESTING BOXES","12","2017-04-25 11:09:00","7.8","17850.0","Belgium","EMEA"
"538338","22633","HAND WARMER UNION JACK","12","2017-04-09 14:42:00","2.07","12583.0","Netherlands","EMEA"
"538338","84406B","CREAM CUPID HEARTS COAT HANGER","5","2017-04-09 14:42:00","3.02","12583.0","Netherlands","EMEA"
"538339","22632","HAND WARMER RED POLKA DOT","2","2017-03-19 16:53:00","2.26","15311.0","Spain","EMEA"
"538339","22752","SET 7 BABUSHKA NESTING BOXES","3","2017-03-19 16:53:00","8.04","15311.0","Spain","EMEA"
"538339","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2017-03-19 16:53:00","2.72","15311.0","Spain","EMEA"
"538340","22752","SET 7 BABUSHKA NESTING BOXES","7","2017-03-16 08:08:00","7.63","13047.0","Netherlands","EMEA"
"538340","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2017-03-16 08:08:00","2.59","13047.0","Netherlands","EMEA"
"538341","20685","DOORMAT RED RETROSPOT","5","2017-04-14 12:56:00","7.0","15311.0","Canada","AMER"
"538341","22633","HAND WARMER UNION JACK","3","2017-04-14 12:56:00","2.04","15311.0","Canada","AMER"
"538342","22752","SET 7 BABUSHKA NESTING BOXES","4","2017-04-14 12:39:00","7.95","15291.0","Belgium","EMEA"
"538342","85123A","WHITE HANGING HEART T-LIGHT HOLDER","1","2017-04-14 12:39:00","2.64","15291.0","Belgium","EMEA"
"538343","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2017-03-26 09:25:00","3.65","12583.0","USA","AMER"
"538343","84406B","CREAM CUPID HEARTS COAT HANGER","3","2017-03-26 09:25:00","2.95","12583.0","USA","AMER"
"538344","20685","DOORMAT RED RETROSPOT","4","2017-03-21 15:25:00","7.21","13777.0","Australia","APAC"
"538344","85123A","WHITE HANGING HEART T-LIGHT HOLDER","2","2017-03-21 15:25:00","2.76","13777.0","Australia","APAC"
"538344","84406B","CREAM CUPID HEARTS COAT HANGER","12","2017-03-21 15:25:00","3.15","13777.0","Australia","APAC"
"538345","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","12","2017-04-29 14:06:00","3.49","16029.0","France","EMEA"
"538346","85099B","JUMBO BAG RED RETROSPOT","12","2017-03-25 12:00:00","1.57","16029.0","Canada","AMER"
"538346","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2017-03-25 12:00:00","3.51","16029.0","Canada","AMER"
"538346","22633","HAND WARMER UNION JACK","9","2017-03-25 12:00:00","1.97","16029.0","Canada","AMER"
"538347","47566","PARTY BUNTING","12","2017-03-20 12:47:00","5.19","16029.0","USA","AMER"
"538348","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2017-04-30 09:58:00","2.67","14096.0","France","EMEA"
"538349","22752","SET 7 BABUSHKA NESTING BOXES","3","2017-03-24 15:50:00","8.01","15291.0","USA","AMER"
"538349","22633","HAND WARMER UNION JACK","2","2017-03-24 15:50:00","2.07","15291.0","USA","AMER"
"538350","22752","SET 7 BABUSHKA NESTING BOXES","11","2017-04-14 09:37:00","7.99","14096.0","USA","AMER"
"538351","47566","PARTY BUNTING","5","2017-04-27 12:29:00","5.04","13047.0","Spain","EMEA"
"538352","84406B","CREAM CUPID HEARTS COAT HANGER","3","2017-03-09 11:01:00","2.72","13047.0","EIRE","EMEA"
"538352","71053","WHITE METAL LANTERN","8","2017-03-09 11:01:00","3.87","13047.0","EIRE","EMEA"
"538353","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2017-04-07 10:41:00","3.77","17809.0","EIRE","EMEA"
"538354","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2017-03-04 13:08:00","2.8","12583.0","Germany","EMEA"
"538354","20685","DOORMAT RED RETROSPOT","2","2017-03-04 13:08:00","7.36","12583.0","Germany","EMEA"
"538354","22633","HAND WARMER UNION JACK","9","2017-03-04 13:08:00","2.32","12583.0","Germany","EMEA"
"538355","22633","HAND WARMER UNION JACK","10","2017-04-23 12:32:00","2.01","16029.0","USA","AMER"
"538356","71053","WHITE METAL LANTERN","4","2017-04-05 12:31:00","3.44","17809.0","Netherlands","EMEA"
"538356","71053","WHITE METAL LANTERN","4","2017-04-05 12:31:00","3.66","17809.0","Netherlands","EMEA"
"538357","22633","HAND WARMER UNION JACK","7","2017-04-29 13:23:00","1.88","13047.0","Germany","EMEA"
"538357","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2017-04-29 13:23:00","4.63","13047.0","Germany","EMEA"
"538357","85123A","WHITE HANGING HEART T-LIGHT HOLDER","4","2017-04-29 13:23:00","2.56","13047.0","Germany","EMEA"
"538358","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2017-04-28 16:38:00","2.72","13047.0","Belgium","EMEA"
"538358","22632","HAND WARMER RED POLKA DOT","11","2017-04-28 16:38:00","2.3","13047.0","Belgium","EMEA"
"538358","20685","DOORMAT RED RETROSPOT","12","2017-04-28 16:38:00","7.21","13047.0","Belgium","EMEA"
"538359","20685","DOORMAT RED RETROSPOT","3","2017-03-12 14:38:00","7.43","15311.0","Canada","AMER"
"538359","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2017-03-12 14:38:00","3.04","15311.0","Canada","AMER"
"538360","84406B","CREAM CUPID HEARTS COAT HANGER","12","2017-04-05 09:55:00","3.13","16029.0","France","EMEA"
"538361","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2017-04-30 12:19:00","2.59","16029.0","USA","AMER"
"538361","22752","SET 7 BABUSHKA NESTING BOXES","4","2017-04-30 12:19:00","7.96","16029.0","USA","AMER"
"538361","85123A","WHITE HANGING HEART T-LIGHT HOLDER","5","2017-04-30 12:19:00","2.84","16029.0","USA","AMER"
"538362","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2017-04-24 14:31:00","3.51","17809.0","Netherlands","EMEA"
"538362","22632","HAND WARMER RED POLKA DOT","8","2017-04-24 14:31:00","1.91","17809.0","Netherlands","EMEA"
"538362","85099B","JUMBO BAG RED RETROSPOT","7","2017-04-24 14:31:00","1.7","17809.0","Netherlands","EMEA"
"538363","20685","DOORMAT RED RETROSPOT","8","2017-04-18 11:39:00","7.1","15311.0","Germany","EMEA"
"538364","22752","SET 7 BABUSHKA NESTING BOXES","6","2017-04-13 15:40:00","7.83","13047.0","Germany","EMEA"
"538364","20685","DOORMAT RED RETROSPOT","5","2017-04-13 15:40:00","7.06","13047.0","Germany","EMEA"
"538364","71053","WHITE METAL LANTERN","8","2017-04-13 15:40:00","3.42","13047.0","Germany","EMEA"
"538365","84029E","RED WOOLLY HOTTIE WHITE HEART","1","2017-03-27 16:26:00","3.77","17850.0","USA","AMER"
"538366","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2017-03-03 15:31:00","3.38","15311.0","Belgium","EMEA"
"538366","84029E","RED WOOLLY HOTTIE WHITE HEART","8","2017-03-03 15:31:00","3.84","15311.0","Belgium","EMEA"
"538367","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2017-03-13 16:54:00","4.69","17809.0","France","EMEA"
"538367","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2017-03-13 16:54:00","3.54","17809.0","France","EMEA"
"538368","71053","WHITE METAL LANTERN","1","2017-04-10 10:40:00","3.76","15311.0","Netherlands","EMEA"
"538369","71053","WHITE METAL LANTERN","6","2017-03-16 15:36:00","3.69","13777.0","Canada","AMER"
"538369","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2017-03-16 15:36:00","3.84","13777.0","Canada","AMER"
"538369","22632","HAND WARMER RED POLKA DOT","12","2017-03-16 15:36:00","2.24","13777.0","Canada","AMER"
"538370","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2017-04-28 11:52:00","4.27","16029.0","Netherlands","EMEA"
"538371","85099B","JUMBO BAG RED RETROSPOT","8","2017-04-12 10:22:00","1.64","17809.0","United Kingdom","EMEA"
"538371","84406B","CREAM CUPID HEARTS COAT HANGER","4","2017-04-12 10:22:00","2.95","17809.0","United Kingdom","EMEA"
"538371","71053","WHITE METAL LANTERN","4","2017-04-12 10:22:00","3.87","17809.0","United Kingdom","EMEA"
"538372","20685","DOORMAT RED RETROSPOT","4","2017-04-07 12:52:00","7.46","16029.0","USA","AMER"
"538373","22633","HAND WARMER UNION JACK","12","2017-03-09 16:31:00","1.82","14096.0","Canada","AMER"
"538373","85099B","JUMBO BAG RED RETROSPOT","12","2017-03-09 16:31:00","1.84","14096.0","Canada","AMER"
"538374","71053","WHITE METAL LANTERN","7","2017-03-10 11:11:00","3.74","15311.0","France","EMEA"
"538374","22632","HAND WARMER RED POLKA DOT","8","2017-03-10 11:11:00","2.2","15311.0","France","EMEA"
"538375","71053","WHITE METAL LANTERN","11","2017-04-07 08:10:00","3.3","16029.0","Belgium","EMEA"
"538375","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2017-04-07 08:10:00","3.46","16029.0","Belgium","EMEA"
"538376","20685","DOORMAT RED RETROSPOT","2","2017-04-27 13:54:00","7.4","15311.0","Spain","EMEA"
"538377","47566","PARTY BUNTING","1","2017-03-14 15:08:00","5.4","14096.0","Spain","EMEA"
"538377","85099B","JUMBO BAG RED RETROSPOT","10","2017-03-14 15:08:00","2.05","14096.0","Spain","EMEA"
"538377","84406B","CREAM CUPID HEARTS COAT HANGER","11","2017-03-14 15:08:00","3.08","14096.0","Spain","EMEA"
"538378","84406B","CREAM CUPID HEARTS COAT HANGER","7","2017-03-24 16:49:00","2.7","14096.0","Germany","EMEA"
"538378","20685","DOORMAT RED RETROSPOT","1","2017-03-24 16:49:00","7.17","14096.0","Germany","EMEA"
"538378","85099B","JUMBO BAG RED RETROSPOT","7","2017-03-24 16:49:00","1.78","14096.0","Germany","EMEA"
"538379","22632","HAND WARMER RED POLKA DOT","5","2017-03-29 11:14:00","2.03","17850.0","EIRE","EMEA"
"538379","22752","SET 7 BABUSHKA NESTING BOXES","9","2017-03-29 11:14:00","7.71","17850.0","EIRE","EMEA"
"538379","85099B","JUMBO BAG RED RETROSPOT","1","2017-03-29 11:14:00","1.8","17850.0","EIRE","EMEA"
"538380","84406B","CREAM CUPID HEARTS COAT HANGER","11","2017-03-09 16:58:00","3.05","17809.0","France","EMEA"
"538380","22752","SET 7 BABUSHKA NESTING BOXES","3","2017-03-09 16:58:00","7.86","17809.0","France","EMEA"
"538380","85099B","JUMBO BAG RED RETROSPOT","2","2017-03-09 16:58:00","1.75","17809.0","France","EMEA"
"538381","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2017-04-20 08:52:00","3.76","13047.0","EIRE","EMEA"
"538381","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2017-04-20 08:52:00","3.5","13047.0","EIRE","EMEA"
"538381","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2017-04-20 08:52:00","3.45","13047.0","EIRE","EMEA"
"538382","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","12","2017-03-22 08:48:00","3.8","13777.0","United Kingdom","EMEA"
"538382","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2017-03-22 08:48:00","3.87","13777.0","United Kingdom","EMEA"
"538383","85099B","JUMBO BAG RED RETROSPOT","10","2017-04-26 12:34:00","1.87","12583.0","Germany","EMEA"
"538384","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2017-04-01 09:18:00","3.5","13047.0","United Kingdom","EMEA"
"538384","22633","HAND WARMER UNION JACK","2","2017-04-01 09:18:00","1.96","13047.0","United Kingdom","EMEA"
"538384","22632","HAND WARMER RED POLKA DOT","11","2017-04-01 09:18:00","1.98","13047.0","United Kingdom","EMEA"
"538385","71053","WHITE METAL LANTERN","3","2017-04-13 16:59:00","3.8","14606.0","Spain","EMEA"
"538385","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2017-04-13 16:59:00","3.34","14606.0","Spain","EMEA"
"538385","20685","DOORMAT RED RETROSPOT","9","2017-04-13 16:59:00","6.99","14606.0","Spain","EMEA"
"538386","85099B","JUMBO BAG RED RETROSPOT","9","2017-03-31 13:55:00","1.86","15311.0","Canada","AMER"
"538386","22752","SET 7 BABUSHKA NESTING BOXES","3","2017-03-31 13:55:00","7.69","15311.0","Canada","AMER"
"538386","85099B","JUMBO BAG RED RETROSPOT","8","2017-03-31 13:55:00","1.94","15311.0","Canada","AMER"
"538387","84406B","CREAM CUPID HEARTS COAT HANGER","11","2017-04-10 16:03:00","2.82","13047.0","Belgium","EMEA"
"538388","22633","HAND WARMER UNION JACK","3","2017-04-08 08:13:00","1.89","16029.0","France","EMEA"
"538388","84406B","CREAM CUPID HEARTS COAT HANGER","2","2017-04-08 08:13:00","2.68","16029.0","France","EMEA"
"538388","85099B","JUMBO BAG RED RETROSPOT","2","2017-04-08 08:13:00","2.0","16029.0","France","EMEA"
"538389","84406B","CREAM CUPID HEARTS COAT HANGER","11","2017-04-25 13:23:00","3.11","16029.0","EIRE","EMEA"
"538389","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2017-04-25 13:23:00","4.62","16029.0","EIRE","EMEA"
"538389","22752","SET 7 BABUSHKA NESTING BOXES","6","2017-04-25 13:23:00","7.59","16029.0","EIRE","EMEA"
"538390","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2017-03-16 12:04:00","4.65","13777.0","France","EMEA"
"538390","22633","HAND WARMER UNION JACK","4","2017-03-16 12:04:00","1.77","13777.0","France","EMEA"
"538391","84406B","CREAM CUPID HEARTS COAT HANGER","3","2017-04-18 10:37:00","3.07","12583.0","Germany","EMEA"
"538392","85099B","JUMBO BAG RED RETROSPOT","3","2017-04-21 13:23:00","1.62","17809.0","Australia","APAC"
"538392","22752","SET 7 BABUSHKA NESTING BOXES","10","2017-04-21 13:23:00","7.82","17809.0","Australia","APAC"
"538393","22632","HAND WARMER RED POLKA DOT","7","2017-03-21 13:00:00","1.88","17809.0","USA","AMER"
"538394","71053","WHITE METAL LANTERN","4","2017-03-25 12:04:00","3.65","16029.0","Australia","APAC"
"538394","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2017-03-25 12:04:00","3.89","16029.0","Australia","APAC"
"538395","84406B","CREAM CUPID HEARTS COAT HANGER","1","2017-04-03 08:11:00","2.93","15311.0","Germany","EMEA"
"538395","20685","DOORMAT RED RETROSPOT","5","2017-04-03 08:11:00","7.45","15311.0","Germany","EMEA"
"538395","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2017-04-03 08:11:00","3.75","15311.0","Germany","EMEA"
"538396","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2017-03-16 13:05:00","3.61","17809.0","United Kingdom","EMEA"
"538397","20685","DOORMAT RED RETROSPOT","10","2017-04-07 09:07:00","7.05","15291.0","France","EMEA"
"538398","22632","HAND WARMER RED POLKA DOT","4","2017-03-31 08:30:00","1.91","17850.0","France","EMEA"
"538398","22633","HAND WARMER UNION JACK","4","2017-03-31 08:30:00","2.0","17850.0","France","EMEA"
"538398","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2017-03-31 08:30:00","3.37","17850.0","France","EMEA"
"538399","84406B","CREAM CUPID HEARTS COAT HANGER","3","2017-04-07 11:43:00","2.74","14096.0","Australia","APAC"
"538399","22632","HAND WARMER RED POLKA DOT","1","2017-04-07 11:43:00","2.01","14096.0","Australia","APAC"
"538399","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2017-04-07 11:43:00","2.84","14096.0","Australia","APAC"
